timestamp;subject_id;activity;label;seq;ax;ay;az;gx;gy;gz
2404748;1;14;1;4443;-29;3916;-1523;-1014;14802;-2004
2404758;1;14;1;4443;-19;3863;-1217;-1360;14900;-2170
2404768;1;14;1;4443;-190;3711;-871;-1489;14820;-2343
2404778;1;14;1;4443;-386;3633;-646;-1387;14534;-2605
2404788;1;14;1;4443;-574;3717;-558;-1105;14190;-2772
2404798;1;14;1;4443;-677;3788;-494;-805;13853;-2662
2404808;1;14;1;4443;-615;3747;-473;-515;13575;-2331
2404818;1;14;1;4443;-606;3720;-530;-252;13288;-2137
2404828;1;14;1;4443;-642;3829;-540;-122;13026;-2049
2404838;1;14;1;4443;-706;4103;-489;-171;12715;-2026
2404848;1;14;1;4443;-768;4334;-378;-465;12401;-1753
2404858;1;14;1;4443;-644;4259;-205;-794;12162;-1368
2404868;1;14;1;4443;-519;4027;-110;-948;11984;-1229
2404878;1;14;1;4443;-493;3829;-110;-930;11749;-1334
2404888;1;14;1;4443;-489;3670;-200;-742;11513;-1591
2404898;1;14;1;4443;-449;3537;-307;-379;11333;-1796
2404908;1;14;1;4443;-584;3406;-293;31;11122;-1984
2404918;1;14;1;4443;-772;3522;-218;363;10839;-2187
2404928;1;14;1;4443;-835;3692;-154;414;10499;-2281
2404938;1;14;1;4443;-800;3956;-158;367;10173;-2220
2404948;1;14;1;4443;-727;4174;-214;206;9903;-2061
2404958;1;14;1;4443;-653;4171;-376;88;9634;-1917
2404968;1;14;1;4443;-771;4181;-440;79;9290;-1933
2404978;1;14;1;4443;-939;4316;-345;67;8838;-1975
2404988;1;14;1;4443;-1083;4500;-141;-55;8336;-1859
2404998;1;14;1;4443;-1033;4598;-18;-234;7777;-1519
2405008;1;14;1;4443;-934;4486;-74;-303;7345;-1156
2405018;1;14;1;4443;-866;4351;-119;-189;6939;-949
2405028;1;14;1;4443;-856;4177;-225;-15;6645;-962
2405038;1;14;1;4443;-885;4029;-384;120;6324;-1167
2405048;1;14;1;4443;-789;3980;-619;-16;6299;-1369
2405058;1;14;1;4443;-683;4009;-698;-324;5865;-1454
2405068;1;14;1;4443;-481;4044;-720;-729;5552;-1407
2405078;1;14;1;4443;-283;3947;-718;-1003;5184;-1214
2405088;1;14;1;4443;-201;3787;-676;-1077;4903;-1106
2405098;1;14;1;4443;-182;3669;-638;-1003;4692;-1185
2405108;1;14;1;4443;-182;3678;-625;-878;4512;-1361
2405118;1;14;1;4443;-285;3730;-688;-782;4315;-1512
2405128;1;14;1;4443;-402;3863;-724;-720;4013;-1609
2405138;1;14;1;4443;-560;4121;-591;-703;3666;-1611
2405148;1;14;1;4443;-612;4384;-430;-750;3328;-1451
2405158;1;14;1;4443;-621;4523;-286;-801;2961;-1125
2405168;1;14;1;4443;-540;4406;-211;-790;2620;-717
2405178;1;14;1;4443;-443;4145;-268;-652;2335;-393
2405188;1;14;1;4443;-370;3950;-408;-430;2143;-222
2405198;1;14;1;4443;-279;3907;-586;-171;2071;-168
2405208;1;14;1;4443;-150;3906;-773;3;2097;-165
2405218;1;14;1;4443;-103;3910;-948;91;2126;-228
2405228;1;14;1;4443;-168;3901;-1050;77;2126;-381
2405238;1;14;1;4444;-236;3994;-996;4;2066;-564
2405248;1;14;1;4444;-256;4060;-838;-82;1955;-661
2405258;1;14;1;4444;-316;4050;-574;-134;1661;-637
2405268;1;14;1;4444;-325;4044;-447;-136;1493;-571
2405278;1;14;1;4444;-280;4023;-266;-118;1182;-460
2405288;1;14;1;4444;-265;4005;-186;-90;817;-395
2405298;1;14;1;4444;-295;4045;-280;-72;466;-388
2405308;1;14;1;4444;-310;4099;-446;-68;189;-364
2405318;1;14;1;4444;-318;4145;-617;-108;14;-307
2405328;1;14;1;4444;-267;4120;-754;-171;-42;-231
2405338;1;14;1;4444;-244;4074;-863;-216;1;-193
2405348;1;14;1;4444;-226;4034;-910;-217;100;-170
