timestamp;subject_id;activity;label;seq;ax;ay;az;gx;gy;gz
2866809;1;17;2;5358;-1323;3897;-1344;700;2643;1832
2866819;1;17;2;5358;-1444;3847;-1356;680;2764;1746
2866829;1;17;2;5358;-1523;3798;-1239;676;2939;1559
2866839;1;17;2;5358;-1552;3717;-1119;718;3117;1361
2866849;1;17;2;5358;-1444;3656;-1021;758;3233;1156
2866859;1;17;2;5358;-1408;3525;-936;764;3265;992
2866869;1;17;2;5358;-1414;3408;-887;706;3170;779
2866879;1;17;2;5358;-1460;3357;-870;544;2671;523
2866889;1;17;2;5358;-1625;3453;-797;270;1954;353
2866899;1;17;2;5358;-1678;3553;-664;-63;1357;431
2866909;1;17;2;5358;-1606;3604;-573;-204;955;643
2866919;1;17;2;5358;-1488;3593;-516;-197;685;843
2866929;1;17;2;5358;-1348;3628;-513;-94;484;965
2866939;1;17;2;5358;-1196;3690;-641;4;287;976
2866949;1;17;2;5358;-1137;3726;-771;91;186;841
2866959;1;17;2;5358;-1165;3682;-890;160;169;639
2866969;1;17;2;5358;-1254;3510;-1047;190;155;430
2866979;1;17;2;5358;-1341;3464;-1081;259;64;249
2866989;1;17;2;5358;-1415;3412;-1029;299;73;320
2866999;1;17;2;5358;-1378;3283;-961;372;277;391
2867009;1;17;2;5358;-1372;3125;-931;450;487;265
2867019;1;17;2;5358;-1289;3149;-927;500;655;-1
2867029;1;17;2;5358;-1301;3293;-935;450;707;-436
2867039;1;17;2;5358;-1381;3595;-948;346;839;-816
2867049;1;17;2;5358;-1537;3666;-869;270;943;-1022
2867059;1;17;2;5358;-1720;3710;-711;285;983;-1032
2867069;1;17;2;5358;-1886;3769;-570;245;1010;-742
2867079;1;17;2;5358;-1884;3741;-434;215;1064;-390
2867089;1;17;2;5358;-1805;3648;-408;198;938;-148
2867099;1;17;2;5358;-1769;3598;-419;258;706;-100
2867109;1;17;2;5358;-1747;3556;-462;354;496;-148
2867119;1;17;2;5358;-1792;3507;-479;348;108;-384
2867129;1;17;2;5358;-1827;3574;-526;238;-386;-663
2867139;1;17;2;5358;-1823;3705;-639;125;-643;-868
2867149;1;17;2;5358;-1802;3828;-799;-21;-804;-1020
2867159;1;17;2;5358;-1567;3933;-929;-127;-724;-938
2867169;1;17;2;5358;-1371;3807;-989;-154;-516;-833
2867179;1;17;2;5358;-1281;3538;-1087;-72;-252;-931
2867189;1;17;2;5358;-1314;3427;-1110;-12;-87;-1184
2867199;1;17;2;5358;-1511;3314;-1163;-59;-104;-1421
2867209;1;17;2;5358;-1791;3357;-1059;-200;-449;-1555
2867219;1;17;2;5358;-2058;3577;-803;-434;-974;-1515
2867229;1;17;2;5358;-2105;3818;-470;-721;-1439;-1250
2867239;1;17;2;5358;-1796;3992;-197;-747;-1960;-680
2867249;1;17;2;5358;-1247;4018;-77;-590;-1977;5
2867259;1;17;2;5358;-778;3825;-195;-225;-2010;396
2867269;1;17;2;5358;-508;3749;-529;238;-2024;296
2867279;1;17;2;5358;-426;3940;-1039;612;-1880;-11
2867289;1;17;2;5358;-577;4020;-1547;841;-1451;-176
2867299;1;17;2;5358;-899;3952;-1929;728;-1199;-199
2867309;1;17;2;5359;-1138;3894;-2127;459;-1024;-50
2867319;1;17;2;5359;-1248;3815;-2127;47;-857;370
2867329;1;17;2;5359;-1223;3697;-1776;-383;-733;876
2867339;1;17;2;5359;-1019;3538;-1298;-647;-624;1320
