timestamp;subject_id;activity;label;seq;ax;ay;az;gx;gy;gz
2463438;1;15;1;4560;-197;4104;-568;74;-516;213
2463448;1;15;1;4560;-255;4226;-532;-15;-483;229
2463458;1;15;1;4560;-291;4255;-420;-75;-477;336
2463468;1;15;1;4560;-330;4177;-287;-60;-504;472
2463478;1;15;1;4560;-342;4091;-149;51;-567;535
2463488;1;15;1;4560;-327;4072;-74;184;-656;543
2463498;1;15;1;4560;-283;4092;-104;311;-758;518
2463508;1;15;1;4560;-250;4108;-156;391;-854;514
2463518;1;15;1;4560;-177;4102;-265;426;-898;555
2463528;1;15;1;4560;-157;4066;-428;443;-869;594
2463538;1;15;1;4560;-116;4049;-504;477;-817;564
2463548;1;15;1;4560;-110;4063;-568;511;-754;500
2463558;1;15;1;4560;-166;4039;-628;502;-722;409
2463568;1;15;1;4560;-215;4014;-584;443;-725;356
2463578;1;15;1;4560;-241;3993;-516;342;-775;358
2463588;1;15;1;4560;-210;3907;-467;205;-826;386
2463598;1;15;1;4560;-168;3882;-468;109;-878;403
2463608;1;15;1;4560;-172;3860;-472;68;-936;379
2463618;1;15;1;4560;-216;3898;-484;39;-982;321
2463628;1;15;1;4560;-269;3973;-523;25;-1022;240
2463638;1;15;1;4560;-333;4043;-528;-4;-1082;182
2463648;1;15;1;4560;-388;4115;-525;-73;-1157;166
2463658;1;15;1;4560;-392;4150;-453;-159;-1257;186
2463668;1;15;1;4560;-386;4135;-433;-243;-1364;241
2463678;1;15;1;4560;-368;4102;-384;-287;-1470;324
2463688;1;15;1;4560;-362;4070;-379;-274;-1569;412
2463698;1;15;1;4560;-319;4076;-373;-218;-1639;499
2463708;1;15;1;4560;-244;4099;-392;-129;-1693;585
2463718;1;15;1;4560;-166;4128;-431;-78;-1724;664
2463728;1;15;1;4560;-102;4162;-519;-59;-1723;767
2463738;1;15;1;4561;-102;4133;-614;-69;-1681;803
2463748;1;15;1;4561;-131;4028;-678;-63;-1636;763
2463758;1;15;1;4561;-141;3935;-670;-49;-1624;656
2463768;1;15;1;4561;-163;3956;-617;-45;-1648;539
2463778;1;15;1;4561;-179;4034;-531;-66;-1714;420
2463788;1;15;1;4561;-203;4101;-412;-143;-1827;337
2463798;1;15;1;4561;-221;4136;-374;-208;-1950;289
2463808;1;15;1;4561;-250;4139;-335;-282;-2085;296
2463818;1;15;1;4561;-239;4106;-320;-369;-2191;368
2463828;1;15;1;4561;-229;4027;-395;-461;-2239;437
2463838;1;15;1;4561;-339;3919;-496;-482;-2241;439
2463848;1;15;1;4561;-423;3871;-579;-426;-2180;365
2463858;1;15;1;4561;-332;3879;-676;-321;-2059;210
2463868;1;15;1;4561;-238;3909;-783;-205;-1946;-18
2463878;1;15;1;4561;-238;4039;-806;-136;-1892;-203
2463888;1;15;1;4561;-258;4198;-725;-204;-1861;-299
2463898;1;15;1;4561;-331;4278;-616;-392;-1880;-318
2463908;1;15;1;4561;-319;4350;-467;-608;-1959;-225
2463918;1;15;1;4561;-368;4323;-337;-703;-2123;-51
2463928;1;15;1;4561;-434;4305;-254;-680;-2378;170
2463938;1;15;1;4561;-442;4247;-187;-593;-2650;382
2463948;1;15;1;4561;-177;4220;-326;-433;-2673;572
2463958;1;15;1;4561;-54;4135;-529;-240;-2582;572
2463968;1;15;1;4561;89;4142;-631;-64;-2557;461
2463978;1;15;1;4561;153;4238;-662;1;-2498;237
2463988;1;15;1;4561;145;4324;-630;-80;-2477;38
2463998;1;15;1;4561;116;4415;-551;-197;-2497;3
2464008;1;15;1;4561;154;4463;-482;-340;-2541;81
2464018;1;15;1;4561;251;4350;-410;-475;-2538;241
2464028;1;15;1;4561;243;4116;-386;-502;-2490;313
2464038;1;15;1;4561;276;3926;-444;-448;-2422;244
2464048;1;15;1;4561;322;3747;-512;-374;-2328;45
2464058;1;15;1;4561;368;3703;-607;-340;-2193;-200
2464068;1;15;1;4561;348;3726;-566;-350;-2109;-373
2464078;1;15;1;4561;392;3740;-429;-429;-2007;-479
2464088;1;15;1;4561;461;3676;-321;-474;-1944;-528
2464098;1;15;1;4561;444;3572;-253;-440;-1923;-560
2464108;1;15;1;4561;538;3485;-280;-389;-1804;-584
2464118;1;15;1;4561;360;3480;-416;-403;-1385;-955
2464128;1;15;1;4561;314;3627;-651;-394;-1652;-838
2464138;1;15;1;4561;322;3625;-661;-777;-1867;-656
